Date Time,Site Name,Value,Averaging Period,Units,California State Standard,National Ambient Air Quality Standard by U.S. EPA
10/22/19 10:00,Central Los Angeles,3.4,1-hr,pphm,9,N/A
10/22/19 11:00,Central Los Angeles,4.3,1-hr,pphm,9,N/A
10/22/19 12:00,Central Los Angeles,5,1-hr,pphm,9,N/A
10/22/19 13:00,Central Los Angeles,4.8,1-hr,pphm,9,N/A
10/22/19 14:00,Central Los Angeles,5.6,1-hr,pphm,9,N/A
10/22/19 15:00,Central Los Angeles,5.3,1-hr,pphm,9,N/A
10/22/19 16:00,Central Los Angeles,5.1,1-hr,pphm,9,N/A
10/22/19 17:00,Central Los Angeles,4.2,1-hr,pphm,9,N/A
10/22/19 18:00,Central Los Angeles,2.3,1-hr,pphm,9,N/A
10/22/19 19:00,Central Los Angeles,0.4,1-hr,pphm,9,N/A
10/22/19 20:00,Central Los Angeles,0.2,1-hr,pphm,9,N/A
10/22/19 21:00,Central Los Angeles,0.2,1-hr,pphm,9,N/A
10/22/19 22:00,Central Los Angeles,0.2,1-hr,pphm,9,N/A
10/22/19 23:00,Central Los Angeles,0.2,1-hr,pphm,9,N/A
10/23/19 0:00,Central Los Angeles,0.2,1-hr,pphm,9,N/A
10/23/19 1:00,Central Los Angeles,0.2,1-hr,pphm,9,N/A
10/23/19 2:00,Central Los Angeles,0.2,1-hr,pphm,9,N/A
10/23/19 3:00,Central Los Angeles,0.2,1-hr,pphm,9,N/A
10/23/19 4:00,Central Los Angeles,0.2,1-hr,pphm,9,N/A
10/23/19 5:00,Central Los Angeles,0.2,1-hr,pphm,9,N/A
10/23/19 6:00,Central Los Angeles,0.2,1-hr,pphm,9,N/A
10/23/19 7:00,Central Los Angeles,0.3,1-hr,pphm,9,N/A
10/23/19 8:00,Central Los Angeles,0.9,1-hr,pphm,9,N/A
10/23/19 9:00,Central Los Angeles,2.1,1-hr,pphm,9,N/A
10/23/19 10:00,Central Los Angeles,3,1-hr,pphm,9,N/A
10/23/19 11:00,Central Los Angeles,3.4,1-hr,pphm,9,N/A
10/23/19 12:00,Central Los Angeles,4.5,1-hr,pphm,9,N/A
10/23/19 13:00,Central Los Angeles,6,1-hr,pphm,9,N/A
10/23/19 14:00,Central Los Angeles,6.6,1-hr,pphm,9,N/A
10/23/19 15:00,Central Los Angeles,4.6,1-hr,pphm,9,N/A
10/23/19 16:00,Central Los Angeles,4.7,1-hr,pphm,9,N/A
10/23/19 17:00,Central Los Angeles,4.3,1-hr,pphm,9,N/A
10/23/19 18:00,Central Los Angeles,3.3,1-hr,pphm,9,N/A
10/23/19 19:00,Central Los Angeles,1.1,1-hr,pphm,9,N/A
10/23/19 20:00,Central Los Angeles,0.2,1-hr,pphm,9,N/A
10/23/19 21:00,Central Los Angeles,0.1,1-hr,pphm,9,N/A
10/23/19 22:00,Central Los Angeles,0.1,1-hr,pphm,9,N/A
10/23/19 23:00,Central Los Angeles,0.1,1-hr,pphm,9,N/A
10/24/19 0:00,Central Los Angeles,0.2,1-hr,pphm,9,N/A
10/24/19 1:00,Central Los Angeles,0.2,1-hr,pphm,9,N/A
10/24/19 2:00,Central Los Angeles,0.1,1-hr,pphm,9,N/A
10/24/19 3:00,Central Los Angeles,0.1,1-hr,pphm,9,N/A
10/24/19 4:00,Central Los Angeles,0.1,1-hr,pphm,9,N/A
10/24/19 5:00,Central Los Angeles,0.1,1-hr,pphm,9,N/A
10/24/19 6:00,Central Los Angeles,0.2,1-hr,pphm,9,N/A
10/24/19 7:00,Central Los Angeles,0.2,1-hr,pphm,9,N/A
10/24/19 8:00,Central Los Angeles,0.6,1-hr,pphm,9,N/A
10/24/19 9:00,Central Los Angeles,1.2,1-hr,pphm,9,N/A
10/24/19 10:00,Central Los Angeles,2.1,1-hr,pphm,9,N/A
10/24/19 11:00,Central Los Angeles,3.8,1-hr,pphm,9,N/A
10/24/19 12:00,Central Los Angeles,5.2,1-hr,pphm,9,N/A
10/24/19 13:00,Central Los Angeles,5.6,1-hr,pphm,9,N/A
10/24/19 14:00,Central Los Angeles,5.7,1-hr,pphm,9,N/A
10/24/19 15:00,Central Los Angeles,5.6,1-hr,pphm,9,N/A
10/24/19 16:00,Central Los Angeles,5.3,1-hr,pphm,9,N/A
10/24/19 17:00,Central Los Angeles,1.7,1-hr,pphm,9,N/A
